ticker,date,text,source,url,news_status
INTC,2026-05-08,Apple May Become an Intel Customer Again. What This Means for Both Companies.. On Friday The Wall Street Journal cited sources who said that  Apple  and  Intel  had reached a preliminary agreement for Intel to manufacture chips for the iPhone-maker.  Intel stock was up 16% in midday trading on the news; it has risen 246% this year.  Apple uses  Taiwan Semiconductor Manufacturing  to make its Apple Silicon chips that run all its devices,Yahoo,https://finnhub.io/api/news?id=861ffa14b70df50d70a2ea2da3c33e4c7bf64603b2cbdd789d0180eac3e7454c,supabase
INTC,2026-05-08,Poet Technologies Skyrocketed Today -- Is the Stock a Buy Right Now?. Poet has taken investors on a wild ride. Is it take to get on board?,Yahoo,https://finnhub.io/api/news?id=d86bc373c594d3f55ae2ca635d979913aa6707bc0a625132e0a609e0460fc367,supabase
INTC,2026-05-08,What Is One of the Best Energy Stocks to Buy and Hold for 10 Years?. The company is a well-oiled machine (pun intended),Yahoo,https://finnhub.io/api/news?id=aaa18e94b6fdcaa72e57b96f45a5ba3e0b6c8fba29aaac181d6beb0acae84226,supabase
INTC,2026-05-08,"Apple reaches chipmaking deal with Intel, pushing its stock to new record. Intel has sold a new customer on its domestic foundry push, the latest lifeline for a venture that engineered massive losses in the one-time semiconductor giant and led many industry analysts to believe that it would be abandoned or spun off. After months of speculation, the WSJ reported Friday",Yahoo,https://finnhub.io/api/news?id=c9bc486ff4e8ecdcb150deca9b8a39aeb8ac8ea38ec64f906161217cb8e1e8f3,supabase
INTC,2026-05-08,Could Nvidia Become the First $10 Trillion Company?. The leading chipmaker's business continues to grow at an impressive pace,Yahoo,https://finnhub.io/api/news?id=aa803654dee75762bfbc55c22ef57ab57f62a0b3cf99a50d4af5b614ad034a4d,supabase
INTC,2026-05-08,The 2 Best Consumer Staples Stocks to Buy and Hold for Decades. Some companies don't need a story. They provide goods that are used every day by people in 180 countries who hardly think twice about their brand loyalty,Yahoo,https://finnhub.io/api/news?id=61ee914217692032ba541a45a6681394006ed55ffdc668ff499a3043b83197fa,supabase
INTC,2026-05-08,"Nasdaq, S&P 500 Hit New Highs, Log Sixth Consecutive Weekly Gains. The Nasdaq Composite and the S&P 500 reached new peaks on Friday, boosting their weekly gains, follo",Yahoo,https://finnhub.io/api/news?id=6e315dd6b7b2502d20cba04325e3194d2a1d4c79a35fbb4c1a6ff5c0cd0b7833,supabase
INTC,2026-05-08,"Qualcomm Just Ripped 70% in a Month. Is It Time to Sell in May and Go Away?. Shares of Qualcomm (NASDAQ:QCOM) are heading higher Friday, trading at around $215 intraday and up roughly 6% on the session. The move caps a parabolic stretch that has put QCOM stock up 70% over the past month. That kind of vertical move on a $200 billion-plus mega-cap is rare. It’s also forcing investors to ask ... Qualcomm Just Ripped 70% in a Month. Is It Time to Sell in May and Go Away?",Yahoo,https://finnhub.io/api/news?id=eed383667aa936f0334d62395e0c29d068f64e780d88e2673734e8c542caed71,supabase
INTC,2026-05-08,"S&P 500 Posts Sixth Consecutive Weekly Gain, Hits Highs in Tech-Led Rise. The Standard & Poor's 500 index rose 2.3% this week to another round of new highs as the technology",Yahoo,https://finnhub.io/api/news?id=347b620a983a7d220a0c0fa30052719b37b43a232c669378cbaf1b9f704a3548,supabase
INTC,2026-05-08,"Apollo, Blackstone Weigh $35 Billion Financing for Broadcom. (Bloomberg) -- Apollo Global Management Inc. and Blackstone Inc. are among private credit lenders involved in talks with chipmaker Broadcom Inc. over a roughly $35 billion financing, the latest indication that companies are mobilizing all sources of capital to fund the AI build-out. Most Read from BloombergBillionaire Duke of Westminster to Sell £700 Million of US Real Estate AssetsSony to Pay Almost $4 Billion for Bieber, Neil Young CatalogUS Fires on Iranian Targets as Trump Demands Deal From",Yahoo,https://finnhub.io/api/news?id=13d94858c7443407d002a4d8f99156da71b21639ba62fa044ef5a22fe5672a41,supabase
INTC,2026-05-09,"Is It Finally Time to Buy Uber Stock?. The ride-hailing giant just posted an exceptional first quarter, reigniting the bull case",Yahoo,https://finnhub.io/api/news?id=4d58c5f269ef79c836b05e623bff701f0300dbb0da6bbbff6ca512d7a1e14841,supabase
INTC,2026-05-09,Can You Invest in Anthropic Pre-IPO? Everything You Need to Know.. It is possible -- but you have to know where to look,Yahoo,https://finnhub.io/api/news?id=a81e725103ae7c89d3728f1cdea6920af72de8d84da138bfc5e8f93cd624a958,supabase
INTC,2026-05-09,Got $500? The Best Energy Dividend Stock to Buy Right Now. The goal isn't to chase the highest yield. It's to find the most reliable source of income,Yahoo,https://finnhub.io/api/news?id=33b05a79a535ea39129ea5df11cc82b0a08c7f15976b8eb1660088a97d751547,supabase
INTC,2026-05-09,Why Rocket Lab Stock Skyrocketed Today. This top space stock gives investors many ways to profit,Yahoo,https://finnhub.io/api/news?id=1385776c995f5eccfb523288c54184c7aa3dde4b672ecc6bf882fae4c90286d4,supabase
